sic,tlabel,stmt,num_companies,total_value,avg_value
4833,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,5,14451518000.00,62560683.982684
4924,"Stock Issued During Period, Value, Acquisitions",EQ,3,14041198000.00,484179241.379310
4610,"Stock Repurchased During Period, Value",EQ,4,13740928000.00,130865980.952381
4812,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,3,13674580268.00,134064512.431373
4412,"Dividends, Common Stock",EQ,10,13609690527.00,32794435.004819
4512,"Treasury Stock, Value, Acquired, Cost Method",EQ,6,13608924000.00,72774994.652406
4700,"APIC, Share-based Payment Arrangement, Increase for Cost Recognition",EQ,12,13601828124.00,82937976.365854
4941,"Dividends, Cash",EQ,2,12803836588.00,74876237.356725
4412,"Temporary Equity, Carrying Amount, Attributable to Parent",EQ,5,12749916706.00,65050595.438776
4400,"Dividends, Common Stock, Cash",EQ,8,12714267609.00,65537461.902062
4731,Net Income (Loss) Attributable to Parent,EQ,6,12384904931.00,51819685.903766
4922,"Noncontrolling Interest, Increase from Subsidiary Equity Issuance",EQ,6,12280800000.00,40530693.069307
4922,Dividends,EQ,2,12246392000.00,266225913.043478
4512,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,11,12121455702.00,22364309.413284
4400,Other comprehensive income,EQ,3,12057179000.00,16886805.322129
4213,"Net Income (Loss), Including Portion Attributable to Noncontrolling Interest",EQ,3,11865706000.00,79104706.666667
4922,"Partners' Capital Account, Treasury Units, Purchased",EQ,3,11847670000.00,103926929.824561
4931,"Noncontrolling Interest, Decrease from Distributions to Noncontrolling Interest Holders",EQ,11,11820116000.00,11130052.730697
4813,"Issuance of common stock and warrants, net of issuance costs",EQ,9,11662001278.00,65150845.128492
4610,"Stock Repurchased and Retired During Period, Value",EQ,3,11588308000.00,49311948.936170
4922,"Stock Repurchased and Retired During Period, Value",EQ,3,11365758000.00,52376764.976959
4400,"Stock Repurchased During Period, Value",EQ,4,11326390000.00,38656621.160410
4931,"Temporary Equity, Carrying Amount, Attributable to Parent",EQ,2,10924970856.00,74319529.632653
4522,"Temporary Equity, Carrying Amount, Attributable to Parent",EQ,2,10906370000.00,90886416.666667
4941,Retained Earnings (Accumulated Deficit),EQ,2,10351580000.00,739398571.428571
4911,Proceeds from Contributed Capital,EQ,2,10349000000.00,211204081.632653
4812,"Stock Issued During Period, Value, Employee Stock Purchase Plan",EQ,3,10212048698.00,107495249.452632
4412,"Net Income (Loss), Including Portion Attributable to Noncontrolling Interest",EQ,12,10184600145.00,14760290.065217
4950,"Equity, Including Portion Attributable to Noncontrolling Interest",EQ,2,10127245432.00,84393711.933333
4924,"Issuance of common stock and warrants, net of issuance costs",EQ,7,10005078478.00,36648639.113553
4213,"Dividends, Cash",EQ,3,9932066000.00,14352696.531792
4513,"Treasury Stock, Value, Acquired, Cost Method",EQ,2,9679327000.00,403305291.666667
4833,Net loss,EQ,3,9663455434.00,38809057.967871
4922,"Partners' Capital Account, Sale of Units",EQ,4,9445928000.00,205346260.869565
4213,"Net Loss January 31,2023",EQ,2,9363773000.00,176674962.264151
4813,"Noncontrolling Interest, Decrease from Redemptions or Purchase of Interests",EQ,2,9337600000.00,55913772.455090
4812,Share-based expense,EQ,3,9267955400.00,149483151.612903
4923,"Issuance of common stock and warrants, net of issuance costs",EQ,4,8904088670.00,56713940.573248
4932,"Noncontrolling Interest, Decrease from Distributions to Noncontrolling Interest Holders",EQ,3,8870513000.00,82134379.629630
4512,"Stock Repurchased During Period, Value",EQ,5,8854813000.00,34724756.862745
4813,"Stock Issued During Period, Value, Acquisitions",EQ,7,8819461317.00,33155869.612782
4813,"Stock Repurchased During Period, Value",EQ,5,8791308290.00,86189296.960784
4833,"Issuance of common stock and warrants, net of issuance costs",EQ,2,8780268000.00,1756053600.000000
4731,"Treasury Stock, Value, Acquired, Cost Method",EQ,2,8697475000.00,106066768.292683
4931,"Temporary Equity, Stock Issued During Period, Value, New Issues",EQ,2,8595130149.00,859513014.900000
4941,"Stock Issued During Period, Value, New Issues",EQ,9,8568273000.00,24835573.913043
4813,Income Tax Expense (Benefit),EQ,3,8466000000.00,211650000.000000
4512,Issue of equity,EQ,2,8463198000.00,769381636.363636
4400,"Adjustments to Additional Paid in Capital, Equity Component of Convertible Debt",EQ,2,8428560000.00,842856000.000000
4512,"Stock Repurchased and Retired During Period, Value",EQ,4,8401868000.00,289719586.206897
4931,Proceeds from Issuance of Common Stock,EQ,3,8243000000.00,123029850.746269
4911,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,10,8185252584.00,10928241.100134
4512,Share-based expense,EQ,11,8117356226.00,20921021.201031
4922,Proceeds from Contributions from Parent,EQ,2,8100000000.00,142105263.157895
4522,"Stock Issued During Period, Value, Reverse Recapitalization",EQ,2,8099484000.00,253108875.000000
4610,"Partners' Capital Account, Contributions",EQ,4,8009492000.00,19727812.807882
4833,Share-based expense,EQ,5,7971690000.00,53862770.270270
4841,"Stock Issued During Period, Value, Stock Options Exercised",EQ,9,7834523999.00,20192072.162371
4911,"Stock Redeemed or Called During Period, Value",EQ,7,7780624673.00,59850959.023077
4911,"Noncontrolling Interest, Decrease from Redemptions or Purchase of Interests",EQ,11,7701733000.00,23552700.305810
4955,Net Income (Loss) Attributable to Parent,EQ,8,7641367538.00,13429468.432337
4833,"Noncontrolling Interest, Decrease from Distributions to Noncontrolling Interest Holders",EQ,6,7606666000.00,30921406.504065
4833,"Dividends, Preferred Stock",EQ,3,7497504000.00,13016500.000000
4911,"Dividends, Preferred Stock",EQ,7,7049064869.00,13903481.003945
4512,"Dividends, Cash",EQ,3,6890682000.00,90666868.421053
4911,"Treasury Stock, Retired, Cost Method, Amount",EQ,2,6864000000.00,180631578.947368
4700,"Stock Repurchased and Retired During Period, Value",EQ,4,6690168000.00,58175373.913043
4931,"Stock Repurchased During Period, Value",EQ,3,6687400000.00,16887373.737374
4911,"Temporary Equity, Carrying Amount, Attributable to Parent",EQ,4,6683235294.00,19656574.394118
4813,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,6,6654384302.00,10067147.204236
4512,"Adjustments to Additional Paid in Capital, Warrant Issued",EQ,13,6618897810.00,21079292.388535
4922,"Partners' Capital Account, Unit-Based Payment Arrangement, Amount",EQ,7,6603421000.00,13180481.037924
4941,"Dividends, Common Stock, Cash",EQ,3,6595054000.00,70160148.936170
4922,"Stock Issued During Period, Value, Dividend Reinvestment Plan",EQ,2,6577331000.00,39150779.761905
4412,Issue of equity,EQ,5,6549168288.06,45480335.333750
4412,"Dividends, Common Stock, Cash",EQ,6,6488907424.00,24032990.459259
4813,"Dividends, Preferred Stock, Cash",EQ,3,6455552000.00,35470065.934066
4832,"Stock Issued During Period, Value, New Issues",EQ,6,6410035956.00,48195759.067669
4400,"Adjustments to Additional Paid in Capital, Dividends in Excess of Retained Earnings",EQ,2,6396952000.00,28056807.017544
4610,"Partners' Capital Account, Redemptions",EQ,3,6391796000.00,125329333.333333
4213,"Dividends, Common Stock",EQ,3,6380480000.00,16235318.066158
4213,"Dividends, Common Stock, Cash",EQ,4,6345565000.00,11074284.467714
4931,"Stock Redeemed or Called During Period, Value",EQ,4,6327526000.00,62648772.277228
4412,Dividends,EQ,9,6288644118.00,27223567.610390
4932,"Noncontrolling Interest, Decrease from Deconsolidation",EQ,2,6268168000.00,92178941.176471
4700,"Issuance of common stock and warrants, net of issuance costs",EQ,11,6237592244.02,45864648.853088
4610,"Noncontrolling Interest, Decrease from Distributions to Noncontrolling Interest Holders",EQ,7,6153208000.00,23757559.845560
4911,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,20,6078969754.00,6372085.696017
4731,Net loss,EQ,4,6005485046.00,58305680.058252
4932,Net Income (Loss) Attributable to Parent,EQ,4,5937949232.00,18103503.756098
4953,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,3,5783258000.00,25365166.666667
4011,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,3,5767600000.00,17216716.417910
4931,Net proceeds from issuance of common stock and warrants,EQ,3,5493400000.00,105642307.692308
4899,"Stock Issued During Period, Value, Other",EQ,5,5466886916.00,52065589.676190
4832,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,6,5459974000.00,14035922.879177
4922,"Partners' Capital Account, Option Exercise",EQ,2,5297394000.00,278810210.526316
4512,"Stock Issued During Period, Value, Employee Stock Purchase Plan",EQ,7,5096526154.00,12192646.301435
4922,"Stock Issued During Period, Value, New Issues",EQ,4,5078334000.00,101566680.000000
4955,Net loss,EQ,5,5053012634.00,20709068.172131
4700,"Noncontrolling Interest, Decrease from Redemptions or Purchase of Interests",EQ,3,4968200000.00,74152238.805970
4899,"Stock Repurchased During Period, Value",EQ,3,4965144000.00,56422090.909091
4832,"Stock Issued During Period, Value, Acquisitions",EQ,2,4892400000.00,75267692.307692
4953,"Issuance of common stock and warrants, net of issuance costs",EQ,9,4854640622.00,16798064.435986
4911,"Increase (decrease) through changes in ownership interests in subsidiaries that do not result in loss of control, equity",EQ,3,4819817000.00,40165141.666667
4700,Dividends,EQ,2,4798379539.00,67582810.408451
4931,Proceeds from Noncontrolling Interests,EQ,2,4766400000.00,101412765.957447
4911,Share-based expense,EQ,18,4755716378.00,7238533.299848
4923,"Stock Issued During Period, Value, Other",EQ,2,4688595558.00,26945951.482759
4833,"APIC, Share-based Payment Arrangement, Increase for Cost Recognition",EQ,5,4667352000.00,65737352.112676
4813,"Stock Issued During Period, Value, Restricted Stock Award, Gross",EQ,6,4657598783.00,11673179.907268
4953,"Treasury Stock, Retired, Cost Method, Amount",EQ,2,4632000000.00,356307692.307692
4400,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,6,4608485702.00,31138416.905405
4812,"APIC, Share-based Payment Arrangement, Increase for Cost Recognition",EQ,3,4599488000.00,131413942.857143
4400,"Noncontrolling Interest, Increase from Business Combination",EQ,3,4518288000.00,44735524.752475
4924,"Other Comprehensive Income (Loss), Net of Tax",EQ,7,4500082000.00,7627257.627119
4700,"Net Loss January 31,2023",EQ,6,4455084982.00,26837861.337349
4911,"Increase (decrease) through other changes, equity",EQ,4,4453037000.00,9962051.454139
4400,Share-based expense,EQ,7,4442054056.00,30425027.780822
4822,"Treasury Stock, Value, Acquired, Cost Method",EQ,3,4380242572.00,38763208.601770
4911,Transfers of Assets under Common Control,EQ,2,4336000000.00,45642105.263158
4941,"Dividends, Common Stock",EQ,4,4281454000.00,8511836.978131
4822,"Stock Repurchased and Retired During Period, Value",EQ,2,4276390000.00,28894527.027027
4512,"Issuance of common stock and warrants, net of issuance costs",EQ,7,4270002752.00,164230875.076923
4899,"Stock Issued During Period, Value, New Issues",EQ,13,4266260196.00,18231881.179487
4812,Profit (loss),EQ,5,4255215228.00,25633826.674699
4412,Purchase of treasury shares,EQ,5,4239699138.00,37190343.315789
4512,"APIC, Share-based Payment Arrangement, Increase for Cost Recognition",EQ,10,4236939046.00,41135330.543689
4841,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,7,4147929000.00,8534833.333333
4833,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,5,4021861324.00,6805179.905245
4522,"Stock Issued During Period, Value, Acquisitions",EQ,4,4002758000.00,49416765.432099
4841,Members' Equity,EQ,2,3970764000.00,180489272.727273
4841,"Share-Based Payment Arrangement, Decrease for Tax Withholding Obligation",EQ,5,3962981000.00,15480394.531250
4731,"Stock Issued During Period, Value, Acquisitions",EQ,3,3946056820.00,109612689.444444
4931,"Issuance of common stock and warrants, net of issuance costs",EQ,15,3914380031.00,10843157.980609
4841,"Adjustments to Additional Paid in Capital, Equity Component of Convertible Debt",EQ,2,3911716000.00,391171600.000000
4522,Net Income (Loss) Attributable to Parent,EQ,6,3851150755.00,11326913.985294
4931,"Noncontrolling Interest, Decrease from Deconsolidation",EQ,4,3754888000.00,25200590.604027
4899,"Stock Issued During Period, Value, Issued for Services",EQ,5,3698408292.00,45659361.629630
4213,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,13,3636370000.00,4288172.169811
4922,"Noncontrolling Interest, Decrease from Deconsolidation",EQ,3,3622000000.00,78739130.434783
4731,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,3,3611584656.00,14923903.537190
4412,"Net Income (Loss) Available to Common Stockholders, Basic",EQ,2,3609506367.00,35387317.323529
4953,"Stock Issued During Period, Value, New Issues",EQ,10,3588366731.00,9393630.185864
4931,"Shares Issued, Value, Share-Based Payment Arrangement, before Forfeiture",EQ,2,3555000000.00,21944444.444444
4731,"Dividends, Common Stock, Cash",EQ,4,3491756000.00,16706966.507177
4923,Net loss,EQ,5,3479566223.00,15328485.563877
4400,"Stock Issued During Period, Value, Acquisitions",EQ,3,3437549369.00,114584978.966667
4931,"Dividends, Preferred Stock, Cash",EQ,5,3381912000.00,5010240.000000
4841,"Stock Issued During Period, Value, Employee Stock Purchase Plan",EQ,5,3377648000.00,17966212.765957
4832,"Share-Based Payment Arrangement, Decrease for Tax Withholding Obligation",EQ,4,3354706000.00,22977438.356164
4833,"Noncontrolling Interest, Decrease from Deconsolidation",EQ,4,3344052000.00,81562243.902439
4700,"APIC, Share-Based Payment Arrangement, Recognition and Exercise",EQ,2,3333000000.00,22520270.270270
4911,"Dividends, Preferred Stock, Cash",EQ,4,3296992000.00,5241640.699523
4922,"Shares Issued, Value, Share-Based Payment Arrangement, after Forfeiture",EQ,4,3254296000.00,6601006.085193
4610,Net loss,EQ,2,3196100000.00,33643157.894737
4911,"Stock Issued During Period, Value, Treasury Stock Reissued",EQ,2,3195448000.00,15587551.219512
4412,Net Income (Loss) Attributable to Noncontrolling Interest,EQ,3,3193738000.00,25549904.000000
4400,"Partners' Capital Account, Distributions",EQ,3,3179235000.00,16303769.230769
4412,"Stock Redeemed or Called During Period, Value",EQ,7,3135092220.00,27026657.068966
4522,"Stock Issued During Period, Value, Conversion of Convertible Securities",EQ,3,3101024000.00,54403929.824561
4400,"Treasury Stock, Value, Acquired, Cost Method",EQ,6,3099779000.00,22792492.647059
4922,"Treasury Stock, Value, Acquired, Cost Method",EQ,2,3061033000.00,17693832.369942
4700,"Stock Issued During Period, Value, Warrants Exercised",EQ,2,3039400000.00,79984210.526316
4832,Share-based expense,EQ,5,3027590000.00,21939057.971014
4522,"Issuance of common stock and warrants, net of issuance costs",EQ,3,3004325739.00,15173362.318182
4931,"Stock Issued During Period, Value, Employee Stock Purchase Plan",EQ,2,2961200000.00,7257843.137255
4822,Net Income (Loss) Attributable to Parent,EQ,5,2947442740.00,6231380.000000
4941,"Issuance of common stock and warrants, net of issuance costs",EQ,9,2939627322.00,14201098.173913
4412,"Noncontrolling Interest, Decrease from Deconsolidation",EQ,4,2925181764.00,104470777.285714
4923,"Other Comprehensive Income (Loss), Net of Tax",EQ,2,2922357000.00,9426958.064516
4941,"Stock Issued During Period, Value, Other",EQ,2,2920354000.00,162241888.888889
4833,"Temporary Equity, Decrease From Redemption Of Units",EQ,2,2911000000.00,264636363.636364
4412,"Dividends, Preferred Stock",EQ,8,2902215029.00,5507049.390892
4932,"APIC, Share-Based Payment Arrangement, Increase for Cost Recognition",EQ,6,2901490000.00,14879435.897436
4412,"Stock Repurchased During Period, Value",EQ,8,2899047248.00,25655285.380531
4522,"Stock Issued During Period, Value, New Issues",EQ,4,2887803635.00,9723244.562290
4210,"Net Income (Loss), Including Portion Attributable to Noncontrolling Interest",EQ,4,2880561650.00,70257601.219512
4700,"Temporary Equity, Stock Issued During Period, Value, New Issues",EQ,2,2802432000.00,133449142.857143
4400,"Noncontrolling Interest, Decrease from Deconsolidation",EQ,2,2726688000.00,90889600.000000
4522,"Redeemable Noncontrolling Interest, Equity, Carrying Amount",EQ,2,2707968000.00,26811564.356436
4812,"Net Loss January 31,2023",EQ,2,2677777796.00,41840278.062500
4899,"Stock Issued During Period, Value, Acquisitions",EQ,9,2672960098.00,19799704.429630
4213,Share-based expense,EQ,11,2632370000.00,5350345.528455
4922,"Other Comprehensive Income (Loss), Net of Tax",EQ,9,2625144000.00,2341787.689563
